timestamp,open,high,low,close,volume,turnover
1751572080000,109774.5,109775.9,109750.5,109750.5,0.684785,75166.2127988
1751572020000,109730.4,109774.5,109724.5,109774.5,1.664452,182655.8554157
1751571960000,109743.7,109759.2,109727,109730.4,2.021746,221873.772934
1751571900000,109816.6,109816.6,109735,109743.7,2.967014,325670.8052154
1751571840000,109809.4,109841.7,109799.7,109816.6,3.585534,393805.8819554
1751571780000,109781.3,109809.5,109757.8,109809.4,2.643646,290203.6756672
1751571720000,109789,109794.5,109756.3,109781.3,1.126085,123622.9655606
1751571660000,109800,109810.6,109785.2,109789,1.29534,142222.5054937
1751571600000,109745.4,109800,109745.3,109800,1.166084,127989.1457243
1751571540000,109758.1,109758.1,109745.3,109745.4,0.844213,92653.8827182
1751571480000,109767.1,109789.2,109742.1,109758.1,2.167825,237952.4103549
1751571420000,109713.4,109789.5,109709.9,109767.1,2.736991,300386.217335
1751571360000,109722.1,109722.1,109707.9,109713.4,1.400399,153642.420802
1751571300000,109692.7,109722.2,109692.7,109722.1,2.432195,266837.8620238
1751571240000,109708.2,109711.4,109663.6,109692.7,2.855049,313191.6115513
1751571180000,109822.1,109822.1,109701.1,109708.2,10.7762,1182553.0911558
1751571120000,109835.8,109851.8,109822.1,109822.1,3.83913,421688.9908705
1751571060000,109851.8,109851.8,109789.8,109835.8,2.468105,271042.6375011
1751571000000,109872.7,109872.7,109850.7,109851.8,4.261103,468134.7853955
1751570940000,109866.5,109877.1,109865.4,109872.7,3.045025,334560.0870883
1751570880000,109888.8,109888.8,109861,109866.5,2.246402,246821.2146692
1751570820000,109861,109913.5,109861,109888.8,8.197785,900862.68756531
1751570760000,109861,109861.1,109861,109861,0.215474,23672.1915958
1751570700000,109849.4,109861.1,109845.3,109861,2.442294,268289.6725024
1751570640000,109862.1,109862.1,109849.3,109849.4,3.222259,353968.8311944
1751570580000,109850.7,109862.2,109850.7,109862.1,2.869913,315268.5955359
1751570520000,109845.7,109850.8,109824.2,109850.7,1.603874,176167.7287531
1751570460000,109849.7,109851.1,109835.4,109845.7,1.307504,143623.6387979
1751570400000,109840.8,109850,109828.4,109849.7,2.390099,262532.5549832
1751570340000,109854.8,109854.8,109826.3,109840.8,2.868011,315015.4350496
1751570280000,109835.2,109863,109803,109854.8,5.074055,557304.1424424
1751570220000,109845.5,109848.1,109835.2,109835.2,2.147366,235876.5288641
1751570160000,109790.9,109845.5,109756.9,109845.5,4.231392,464561.1746859
1751570100000,109793,109809.5,109785.9,109790.9,2.432979,267132.3837038
1751570040000,109784.2,109803.5,109767.9,109793,8.996686,987715.4250968
1751569980000,109789.8,109817,109778.7,109784.2,3.373351,370396.464901
1751569920000,109726.6,109817,109719.9,109789.8,6.11913,671688.4401439
1751569860000,109695.5,109756.5,109685.6,109726.6,2.838181,311452.2291574
1751569800000,109635,109732.5,109622.1,109695.5,5.421018,594542.5296245
1751569740000,109784.7,109784.7,109635,109635,2.712329,297530.7970997
1751569680000,109824.8,109857,109784.7,109784.7,7.987622,877255.54487896
1751569620000,109800.5,109824.8,109800.5,109824.8,4.569994,501830.425664
1751569560000,109823,109836.1,109800.5,109800.5,3.633914,399090.16695252
1751569500000,109800.2,109823,109741.7,109823,20.108331,2207444.1576585
1751569440000,109705.5,109812.8,109705.5,109800.2,8.659295,950635.88473664
1751569380000,109678.9,109705.5,109678.9,109705.5,1.456784,159795.0009062
1751569320000,109648.3,109686.7,109648.2,109678.9,3.396275,372441.4007364
1751569260000,109664.9,109667,109648.2,109648.3,3.705405,406324.1647337
1751569200000,109675,109675,109645.5,109664.9,2.471814,271068.149831
1751569140000,109641.5,109675,109632.7,109675,1.400663,153586.55234528
1751569080000,109638.7,109661.4,109638.6,109641.5,4.295038,470954.6251506
1751569020000,109636,109638.7,109629.4,109638.7,0.391684,42942.3662749
1751568960000,109623.6,109641.8,109623.6,109636,1.081662,118582.5743848
1751568900000,109629.1,109633.4,109623.6,109623.6,1.259173,138044.7286407
1751568840000,109639.7,109646.5,109627.8,109629.1,2.269953,248873.6487893
1751568780000,109614.8,109639.8,109614.8,109639.7,1.77922,195053.6748686
1751568720000,109614.8,109630.1,109614.8,109614.8,4.276116,468749.179042
1751568660000,109585.5,109614.9,109585.4,109614.8,1.769789,193957.7514226
1751568600000,109529.8,109585.5,109529.8,109585.5,2.921922,320117.4812731
1751568540000,109540.9,109552.4,109529.8,109529.8,2.543285,278606.3651567
1751568480000,109570.5,109570.5,109540.8,109540.9,0.401362,43970.755957
1751568420000,109576.1,109576.2,109570.5,109570.5,2.755784,301967.9754983
1751568360000,109572.3,109602.3,109557,109576.1,3.155905,345811.7407349
1751568300000,109602.5,109602.6,109572.3,109572.3,2.053481,225041.7938089
1751568240000,109595.7,109602.6,109595.6,109602.5,0.439249,48140.2518691
1751568180000,109595.7,109604.1,109585.6,109595.7,2.501774,274185.8573505
1751568120000,109622.7,109622.7,109595.7,109595.7,1.751726,192002.2505379
1751568060000,109616.3,109622.8,109601.7,109622.7,3.423769,375299.6713116
1751568000000,109634.5,109650,109609.7,109616.3,3.169437,347477.6663829
1751567940000,109550,109637.2,109549.9,109634.5,13.701406,1501712.41139368
1751567880000,109586.3,109586.3,109549.9,109550,1.939357,212491.3425204
1751567820000,109470,109588.4,109468.8,109586.3,3.332965,365010.093118
1751567760000,109540.1,109548.6,109470,109470,5.106303,559279.1840319
1751567700000,109520,109565.8,109519.9,109540.1,2.411737,264195.01806
1751567640000,109521.1,109521.1,109506.2,109520,1.039654,113855.2915094
1751567580000,109566.5,109576.7,109521,109521.1,3.389305,371317.1300729
1751567520000,109558.4,109576,109522,109566.5,8.657146,948316.3706604
1751567460000,109614.5,109614.6,109524,109558.4,10.68857,1171026.9651592
1751567400000,109614.5,109614.6,109614.5,109614.5,0.267403,29311.2472449
1751567340000,109593.8,109614.6,109593.8,109614.5,0.654156,71695.9798377
1751567280000,109545.5,109593.9,109545.4,109593.8,2.52017,276132.46289486
1751567220000,109520.6,109545.5,109520.5,109545.5,1.081132,118419.8820235
1751567160000,109482.3,109520.6,109482.3,109520.6,2.092741,229154.6787657
1751567100000,109437.4,109482.4,109421.8,109482.3,1.966759,215262.6784742
1751567040000,109461.8,109495.8,109437.4,109437.4,4.062526,444736.1838278
1751566980000,109429.6,109461.8,109429.6,109461.8,0.901504,98663.2451146
1751566920000,109407.5,109429.7,109373.7,109429.6,2.668412,291915.9486807
1751566860000,109403.6,109407.9,109399.7,109407.5,1.59617,174628.7478765
1751566800000,109427.1,109445.7,109403.6,109403.6,1.501845,164344.8949477
1751566740000,109347.6,109427.1,109343,109427.1,4.791005,524005.3150175
1751566680000,109394.8,109394.9,109324.2,109347.6,3.417248,373672.479878
1751566620000,109385.9,109424.7,109367.7,109394.8,5.345154,584723.7656388
1751566560000,109462.1,109462.2,109385.9,109385.9,3.146725,344303.0962052
1751566500000,109467.7,109495.7,109462.1,109462.1,3.412605,373625.6727118
1751566440000,109444.4,109467.7,109414,109467.7,2.761721,302208.3212257
1751566380000,109425,109482.1,109420.1,109444.4,3.097623,339003.427668
1751566320000,109564.5,109564.5,109193.3,109425,35.865683,3921579.88605829
1751566260000,109575.7,109583.3,109564.5,109564.5,0.796359,87263.5144563
1751566200000,109660.6,109660.6,109575.6,109575.7,1.26739,138940.6985634
1751566140000,109638.5,109660.6,109614,109660.6,1.959229,214798.0597295
1751566080000,109652.2,109652.3,109638.5,109638.5,1.991803,218385.1963103
1751566020000,109652.4,109652.5,109638.4,109652.2,1.511188,165698.2624858
1751565960000,109638.5,109652.5,109638.4,109652.4,0.4114,45107.4593244
1751565900000,109633.3,109643.9,109617.9,109638.5,1.41442,155060.1895995
1751565840000,109683,109683,109624.5,109633.3,1.866059,204593.9591222
1751565780000,109595.6,109720.1,109595.6,109683,4.317062,473475.91661401
1751565720000,109572.6,109595.7,109572.6,109595.6,2.718227,297854.4444318
1751565660000,109564.5,109572.7,109564.4,109572.6,1.294488,141830.5554027
1751565600000,109557.8,109564.5,109557.8,109564.5,1.428301,156483.2397441
1751565540000,109532.2,109557.8,109530.1,109557.8,1.706337,186910.1813285
1751565480000,109530.1,109538.8,109530,109532.2,0.671927,73597.5182335
1751565420000,109559.6,109561.8,109530,109530.1,3.260066,357161.2122602
1751565360000,109564,109564,109559.6,109559.6,0.652841,71527.17089
1751565300000,109567.2,109567.2,109563.9,109564,0.525435,57570.0349385
1751565240000,109577.5,109582.4,109554,109567.2,6.458841,707690.3176923
1751565180000,109564,109577.5,109558.2,109577.5,1.521962,166754.7692617
1751565120000,109576.7,109576.8,109564,109564,1.59191,174433.9364111
1751565060000,109562.2,109582.7,109562.1,109576.7,1.313183,143897.7108308
1751565000000,109618.6,109618.7,109560,109562.2,2.624757,287634.3567428
1751564940000,109583.7,109618.7,109583.7,109618.6,0.65714,72020.1530727
1751564880000,109562.1,109588.8,109562,109583.7,3.550746,389071.920702
1751564820000,109574.7,109600,109562,109562.1,2.826024,309689.4045298
1751564760000,109573,109599.7,109573,109574.7,1.515119,166043.1581368
1751564700000,109536.9,109573,109536.8,109573,1.869317,204776.257286
1751564640000,109536.9,109536.9,109536.8,109536.9,0.186286,20405.1762096
1751564580000,109528.1,109536.9,109528.1,109536.9,0.343868,37664.4738329
1751564520000,109525.9,109549.8,109525.9,109528.1,1.375393,150658.6535754
1751564460000,109532.5,109532.5,109522.7,109525.9,1.126927,123429.2888595
1751564400000,109533.9,109533.9,109522.4,109532.5,1.651006,180833.4520659
1751564340000,109519.2,109533.9,109514.1,109533.9,2.342373,256546.7777032
1751564280000,109519.3,109521.3,109504.1,109519.2,2.236688,244941.1128287
1751564220000,109482.2,109521.5,109470,109519.3,3.750178,410610.6417519
1751564160000,109531,109531.1,109482.1,109482.2,2.819735,308816.0587965
1751564100000,109539.1,109539.2,109519,109531,3.13629,343520.5834246
1751564040000,109511.9,109539.2,109505.5,109539.1,3.55048,388853.9687305
1751563980000,109454.5,109512,109447.3,109511.9,5.064406,554384.4029092
1751563920000,109454.4,109454.5,109454.4,109454.5,0.376684,41229.721621
1751563860000,109454.6,109460.4,109448.2,109454.4,1.695338,185565.1147857
1751563800000,109446.8,109470.4,109446.7,109454.6,3.3357,365119.3247572
1751563740000,109442.5,109453.2,109442.4,109446.8,2.652767,290336.3531124
1751563680000,109437.4,109453,109437.4,109442.5,2.718632,297543.172407
1751563620000,109437.5,109473,109412.7,109437.4,8.266825,904714.3720887
1751563560000,109460.3,109460.4,109432.4,109437.5,1.749606,191486.8808047
1751563500000,109420.2,109460.4,109420.2,109460.3,5.419746,593106.8114319
1751563440000,109464.3,109473.2,109411.5,109420.2,13.275011,1452815.6683902
1751563380000,109495.8,109495.9,109445.7,109464.3,4.654681,509530.6861019
1751563320000,109500.1,109500.1,109468.8,109495.8,6.831309,747909.8468739
1751563260000,109562.9,109562.9,109500,109500.1,2.729385,298919.8587681
1751563200000,109619.2,109632.7,109562.8,109562.9,4.106034,450061.4665959
1751563140000,109573.5,109621.4,109549.9,109619.2,4.282696,469351.6670682
1751563080000,109617.8,109617.8,109548,109573.5,1.828976,200405.047901
1751563020000,109629.7,109629.8,109588.1,109617.8,2.480801,271899.2321822
1751562960000,109575,109664,109575,109629.7,9.452147,1036096.47524104
1751562900000,109565.5,109575,109502.9,109575,5.039432,551998.439679
1751562840000,109455.1,109565.5,109455.1,109565.5,8.914973,976102.6825342
1751562780000,109406.9,109455.2,109406.8,109455.1,10.38528,1136483.7038199
1751562720000,109448.5,109448.5,109406.8,109406.9,1.089409,119216.5000599
1751562660000,109425.5,109448.5,109418,109448.5,1.170821,128115.2388579
1751562600000,109455,109455.1,109415.6,109425.5,2.001113,218991.0555927
1751562540000,109406.9,109457,109406.8,109455,3.147833,344504.3284912
1751562480000,109419.5,109435.7,109403.3,109406.9,3.635825,397825.7276258
1751562420000,109435.5,109447.2,109419.5,109419.5,5.147222,563309.1392224
1751562360000,109405.9,109441.5,109404.1,109435.5,3.560407,389599.3543845
1751586300000,109576.4,109607,109576.4,109607,2.743622,300659.6259325
1751586240000,109548.1,109576.5,109548.1,109576.4,0.858096,94008.4588489
1751586180000,109555.5,109555.5,109543.4,109548.1,0.831271,91065.7825441
1751586120000,109582.4,109582.5,109555.5,109555.5,2.044208,223997.152235
1751586060000,109560.6,109582.5,109560.5,109582.4,2.014267,220701.1026994
1751586000000,109570.1,109570.2,109560.5,109560.6,0.619799,67909.1698201
1751585940000,109586.6,109586.6,109570.1,109570.1,0.747101,81866.091397
1751585880000,109586.6,109586.7,109586.6,109586.6,0.484662,53112.4890109
1751585820000,109592.5,109595.2,109586.6,109586.6,0.965548,105817.1076508
1751585760000,109594.1,109595.3,109592.5,109592.5,0.789478,86522.6848814
1751585700000,109575.8,109594.1,109575.7,109594.1,0.61994,67933.1198265
1751585640000,109586.4,109586.5,109575.7,109575.8,1.173146,128553.0596492
1751585580000,109603.3,109603.4,109586.4,109586.4,0.527583,57822.6443041
1751585520000,109611.6,109611.6,109603.3,109603.3,0.616313,67553.846159
1751585460000,109608.2,109628,109608.2,109611.6,2.9152,319565.1938408
1751585400000,109608.4,109608.5,109599.4,109608.2,1.489214,163226.0472349
1751585340000,109590.3,109613.9,109590.2,109608.4,1.364175,149515.0468981
1751585280000,109599.2,109599.2,109590.2,109590.3,0.084954,9310.4637214
1751585220000,109614.3,109614.3,109599.1,109599.2,0.492763,54010.2122488
1751585160000,109614.5,109614.5,109599.1,109614.3,1.884151,206511.7923969
1751585100000,109583.2,109614.5,109583.2,109614.5,1.343016,147188.9723016
1751585040000,109554.7,109593,109536,109583.2,6.403616,701606.40504654
1751584980000,109584.6,109590.1,109554.7,109554.7,0.955834,104740.0534809
1751584920000,109573.1,109615.3,109573,109584.6,2.437846,267182.1268439
1751584860000,109603.4,109605,109572,109573.1,1.502359,164657.51715398
1751584800000,109606.6,109608.1,109603.4,109603.4,0.573425,62851.0087532
1751584740000,109615.5,109615.6,109597.1,109606.6,2.038384,223416.5431837
1751584680000,109630.7,109630.8,109615.5,109615.5,0.183878,20157.1648313
1751584620000,109632.9,109651.6,109630.7,109630.7,0.817283,89609.8104114
1751584560000,109653.5,109653.5,109609,109632.9,1.055446,115697.50433388
1751584500000,109661.6,109664.7,109653.5,109653.5,0.409809,44940.7651998
1751584440000,109651.8,109670.4,109651.8,109661.6,1.326804,145504.4625699
1751584380000,109647.5,109652,109647.4,109651.8,0.818563,89754.8437056
1751584320000,109679.7,109679.7,109643.1,109647.5,2.075342,227580.5284567
1751584260000,109679.7,109679.7,109679.6,109679.7,0.046763,5128.9490647
1751584200000,109781.3,109786.5,109679.6,109679.7,7.71614,846628.7882584
1751584140000,109781.3,109781.3,109781.2,109781.3,0.051219,5622.8845215
1751584080000,109792.8,109792.8,109770.2,109781.3,1.278015,140298.3635913
1751584020000,109766.2,109800,109765,109792.8,2.803323,307757.175683
1751583960000,109808.2,109808.2,109766.1,109766.2,2.39058,262458.7475053
1751583900000,109825.4,109825.5,109808.1,109808.2,0.980318,107658.5056288
1751583840000,109755.9,109825.5,109755.9,109825.4,3.170948,348108.4033488
1751583780000,109731.7,109756,109720.3,109755.9,1.663922,182594.8206013
1751583720000,109689.7,109731.7,109689.6,109731.7,3.720638,408155.9110072
1751583660000,109705.3,109707,109689.6,109689.7,1.213999,133172.7792522
1751583600000,109705.1,109705.4,109697.7,109705.3,1.94648,213537.7624422
1751583540000,109700.4,109705.1,109691.9,109705.1,1.00442,110184.8713606
1751583480000,109733.3,109733.3,109700.4,109700.4,3.007885,330019.9340894
1751583420000,109733.3,109733.3,109733.2,109733.3,0.104006,11412.916201
1751583360000,109718.5,109733.3,109718.5,109733.3,2.554275,280271.7680125
1751583300000,109701.7,109718.5,109701.6,109718.5,1.325801,145447.0710395
1751583240000,109692.5,109703.7,109692.5,109701.7,0.446402,48970.0778858
1751583180000,109704.5,109704.6,109692.5,109692.5,0.881954,96752.3788583
1751583120000,109709.1,109709.1,109704.5,109704.5,0.187857,20609.5344846
1751583060000,109714.3,109714.4,109709,109709.1,0.29638,32516.6806265
1751583000000,109732,109732.1,109714.3,109714.3,1.142095,125316.9132286
1751582940000,109716.7,109732.1,109716.7,109732,1.058694,116159.1042352
1751582880000,109681,109716.8,109673.7,109716.7,1.421251,155899.8846808
1751582820000,109650.1,109696,109650,109681,5.379248,589964.3040347
1751582760000,109707.1,109707.1,109650,109650.1,3.202687,351307.1130236
1751582700000,109722.6,109722.6,109707,109707.1,2.352725,258131.5911375
1751582640000,109727.7,109727.7,109722.6,109722.6,0.773326,84853.0036609
1751582580000,109744.9,109745,109727.6,109727.7,6.932609,760751.4113865
1751582520000,109765,109765.1,109739.5,109744.9,1.161493,127475.1270941
1751582460000,109769.2,109777.9,109765,109765,2.15893,236990.5323336
1751582400000,109759.7,109774.7,109759.6,109769.2,1.444337,158542.5348514
1751582340000,109769.2,109777.9,109759.6,109759.7,1.774877,194830.2598038
1751582280000,109766.4,109775.2,109766.4,109769.2,0.758457,83257.6580185
1751582220000,109741.7,109766.5,109741.7,109766.4,0.694296,76197.1295511
1751582160000,109774.1,109774.2,109732.4,109741.7,1.940548,212983.2128943
1751582100000,109774.2,109774.3,109766.5,109774.1,1.079043,118446.9605515
1751582040000,109767,109792.7,109765,109774.2,4.235968,465018.1069881
1751581980000,109768,109768,109761.1,109767,1.332647,146277.5435969
1751581920000,109719.1,109768.1,109719.1,109768,1.80464,198053.2565687
1751581860000,109675.5,109719.2,109675.5,109719.1,3.429116,376162.6527967
1751581800000,109679.6,109679.6,109675.5,109675.5,0.37017,40599.8026273
1751581740000,109699.3,109699.3,109679.5,109679.6,0.351952,38607.7302751
1751581680000,109699.2,109699.3,109699.2,109699.3,0.150044,16459.7071341
1751581620000,109685.5,109711.6,109656.4,109699.2,4.07378,446810.4853325
1751581560000,109702.3,109717.2,109685.5,109685.5,3.489613,382840.2568052
1751581500000,109703,109703,109702.3,109702.3,0.464111,50914.2271802
1751581440000,109675.8,109703,109675.7,109703,1.035032,113534.7466812
1751581380000,109663.2,109675.8,109663.1,109675.8,0.702703,77062.7243575
1751581320000,109691.4,109691.5,109656.4,109663.2,3.619471,396939.68266475
1751581260000,109705,109705.1,109691.4,109691.4,0.330995,36310.8571021
1751581200000,109697.1,109714.5,109692.3,109705,1.292478,141783.7748393
1751581140000,109705.8,109705.9,109688.6,109697.1,0.423311,46436.8534416
1751581080000,109681,109743.8,109675.5,109705.8,3.430925,376385.8326012
1751581020000,109691.9,109691.9,109677.2,109681,0.521605,57212.5638333
1751580960000,109699,109716,109691.9,109691.9,1.746565,191598.5429213
1751580900000,109696,109704.5,109696,109699,0.418819,45944.9934166
1751580840000,109716.7,109716.7,109696,109696,0.696365,76401.5222341
1751580780000,109727.2,109727.2,109696,109716.7,1.48498,162912.3214812
1751580720000,109789.8,109789.9,109727.1,109727.2,1.681449,184571.011919
1751580660000,109804.8,109814.6,109789.8,109789.8,0.904199,99287.6429778
1751580600000,109837.6,109850,109804.8,109804.8,0.910456,100003.4778102
1751580540000,109800.5,109842,109789.8,109837.6,1.290355,141700.5029211
1751580480000,109804.8,109844.3,109800.5,109800.5,1.625739,178544.1526913
1751580420000,109862.4,109862.4,109804.8,109804.8,2.476705,272014.7457705
1751580360000,109851.3,109863.4,109851.3,109862.4,1.679592,184513.6005896
1751580300000,109857.7,109863.8,109842,109851.3,1.109382,121869.6390005
1751580240000,109824.3,109874,109816,109857.7,1.525963,167624.4201193
1751580180000,109848.4,109879.5,109824.3,109824.3,2.243535,246440.7067058
1751580120000,109802.2,109862.6,109802.2,109848.4,3.212002,352809.5162325
1751580060000,109783.5,109803.3,109771.6,109802.2,1.235787,135677.9035772
1751580000000,109797,109797,109771.5,109783.5,1.218188,133739.4153561
1751579940000,109788.5,109800.5,109770.7,109797,1.162433,127616.6013603
1751579880000,109814.2,109814.2,109788.4,109788.5,0.947352,104030.0061129
1751579820000,109814.2,109814.2,109814.1,109814.2,0.141871,15579.4366663
1751579760000,109825.2,109825.2,109814.1,109814.2,0.383995,42171.2585152
1751579700000,109801,109825.2,109800.9,109825.2,1.830971,201051.1255027
1751579640000,109795.5,109835.7,109795.5,109801,5.304717,582539.0633635
1751579580000,109776.8,109795.5,109771.6,109795.5,0.796159,87402.3379774
1751579520000,109777.4,109777.4,109769.4,109776.8,1.715446,188311.4083133
1751579460000,109777.4,109777.4,109777.3,109777.4,0.294251,32302.0959877
1751579400000,109768.9,109777.4,109768.9,109777.4,1.304028,143146.9093949
1751579340000,109740.4,109769,109740.3,109768.9,0.415277,45577.3916051
1751579280000,109774.4,109774.4,109740.3,109740.4,2.156083,236646.3349773
1751579220000,109774.3,109774.4,109774.3,109774.4,0.341936,37535.7909308
1751579160000,109774.4,109774.4,109774.3,109774.3,0.068737,7545.5570128
1751579100000,109793.1,109793.2,109764.3,109774.4,3.367694,369717.4933125
1751579040000,109735.5,109793.1,109711.4,109793.1,2.076113,227824.4882364
1751578980000,109716.4,109779.9,109716.3,109735.5,3.473086,381194.5347987
1751578920000,109760,109760,109715.3,109716.4,3.233346,354831.2054081
1751578860000,109760,109795.5,109759.9,109760,2.385932,261923.2761904
1751578800000,109715,109782.5,109715,109760,3.394998,372615.7042083
1751578740000,109742.2,109742.3,109715,109715,0.461407,50630.0030675
1751578680000,109740.4,109769.5,109740.3,109742.2,3.115197,341925.4977564
1751578620000,109752,109784.3,109740.4,109740.4,1.482285,162712.5215833
1751578560000,109785,109785.1,109715,109752,2.525325,277139.85613
1751578500000,109778,109805.2,109778,109785,3.243496,356125.9460851
1751578440000,109771.7,109778.1,109771.7,109778,0.461722,50685.153679
1751578380000,109710.1,109771.7,109710,109771.7,1.478438,162225.6856352
1751578320000,109773.8,109773.9,109710,109710.1,1.095473,120211.8798831
1751578260000,109758.1,109773.8,109690.5,109773.8,10.444435,1146015.6394623
1751578200000,109784,109784.1,109750,109758.1,2.594344,284773.1307461
1751578140000,109771.1,109784.1,109771.1,109784,2.757726,302740.9563499
1751578080000,109809.3,109813.7,109770,109771.1,4.66685,512392.1445921
1751578020000,109800.9,109809.3,109765.5,109809.3,16.257413,1784873.6017385
1751577960000,109800.9,109801,109800.9,109800.9,0.151182,16599.920626
1751577900000,109808.6,109808.7,109800.9,109800.9,1.300244,142774.785119
1751577840000,109884.1,109884.2,109808.6,109808.6,1.887749,207394.1738897
1751577780000,109787,109884.2,109787,109884.1,3.504122,384817.7909812
1751577720000,109744.9,109787,109744.9,109787,1.472927,161681.2972876
1751577660000,109714.1,109745,109700.7,109744.9,4.749111,521056.866669
1751577600000,109761.1,109761.2,109714,109714.1,0.7449,81752.5960342
1751577540000,109779.8,109779.9,109761.1,109761.1,0.677989,74425.4201919
1751577480000,109735.5,109779.8,109735.4,109779.8,2.690231,295273.0256033
1751577420000,109715.9,109735.5,109704.9,109735.5,2.14621,235471.2549013
1751577360000,109777.2,109777.2,109715.9,109715.9,2.211909,242718.4909798
1751577300000,109790.4,109790.4,109777.1,109777.2,0.195856,21502.3039025
1751577240000,109817.9,109818,109790.3,109790.4,1.942393,213285.6654619
1751577180000,109814.6,109818,109803.5,109817.9,0.991924,108921.9969035
1751577120000,109827.4,109859.3,109814.6,109814.6,2.767348,303978.4053768
1751577060000,109802.6,109827.4,109772.5,109827.4,3.347191,367499.0557742
1751577000000,109845.8,109861.1,109802.6,109802.6,5.182119,569259.0914528
1751576940000,109884,109902,109845.7,109845.8,2.692578,295868.66405
1751576880000,109795.7,109884,109794.4,109884,3.849888,422808.7616827
1751576820000,109856.7,109857.7,109733.6,109795.7,11.672449,1281801.2203589
1751576760000,109988.9,109989,109856.7,109856.7,9.037025,993560.4422229
1751576700000,110008,110008.1,109988.9,109988.9,2.327127,255971.329653
1751576640000,110008.2,110011,109997,110008,4.661413,512784.8195928
1751576580000,110012.3,110012.3,109997,110008.2,3.869367,425651.7776299
1751576520000,110000,110012.3,109990.5,110012.3,3.23598,355964.2473314
1751576460000,109976.8,110008.8,109976.8,110000,10.230664,1125360.34255632
1751576400000,109951.7,109990,109951.6,109976.8,6.121734,673247.85406284
1751576340000,109919.7,109951.7,109919.7,109951.7,2.073645,227970.58657739
1751576280000,109886.4,109919.8,109886.4,109919.7,6.997585,769063.6645072
1751576220000,109894.7,109894.8,109872.9,109886.4,2.098277,230573.0324594
1751576160000,109896.7,109896.7,109894.7,109894.7,0.219613,24134.5112712
1751576100000,109903.7,109904.8,109896.6,109896.7,2.401504,263931.4668494
1751576040000,109890.1,109910,109890.1,109903.7,1.253948,137810.3824754
1751575980000,109898.8,109898.8,109890.1,109890.1,0.318309,34981.2366335
1751575920000,109900.8,109900.9,109885.6,109898.8,2.611145,286940.7321153
1751575860000,109895.7,109906.3,109895.6,109900.8,2.230678,245153.8960169
1751575800000,109870.4,109895.7,109868,109895.7,1.092176,120005.0135944
1751575740000,109887.3,109895.5,109870.4,109870.4,1.709219,187824.4709782
1751575680000,109862.6,109887.3,109862.5,109887.3,0.531484,58397.2738487
1751575620000,109845.7,109862.6,109845.7,109862.6,1.521397,167129.0639865
